State,District,ADM2_CODE
UTTAR PRADESH,JHANSI,17919
UTTAR PRADESH,JYOTIBA PHULENAGAR,17928
UTTAR PRADESH,KANNAUJ,17908
UTTAR PRADESH,KANPUR DEHAT,17920
UTTAR PRADESH,KANPUR NAGAR,17920
UTTAR PRADESH,KAUSHAMBI,17890
UTTAR PRADESH,KHERI,17921
UTTAR PRADESH,KHIRI,17921
UTTAR PRADESH,KUSHI NAGAR,17904
UTTAR PRADESH,KUSHINAGAR,17904
UTTAR PRADESH,LALITPUR,17919
UTTAR PRADESH,LUCKNOW,17923
UTTAR PRADESH,MAHA MAYA NAGAR,17889
UTTAR PRADESH,MAHARAJ GANJ,17914
UTTAR PRADESH,MAHOBA,17915
UTTAR PRADESH,MAHRAJGANJ,17914
UTTAR PRADESH,MAINPURI,17888
UTTAR PRADESH,MATHURA,17889
UTTAR PRADESH,MAU,17892
UTTAR PRADESH,MEERUT,17926
UTTAR PRADESH,MIRZAPUR,17927
UTTAR PRADESH,MORADABAD,17928
UTTAR PRADESH,MUZAFFARNAGAR,17929
UTTAR PRADESH,MUZAFFER NAGAR,17929
UTTAR PRADESH,MUZZAFARNAGAR,17929
UTTAR PRADESH,NAINITAL,70285
UTTAR PRADESH,PAURI GARHWAL,17910
UTTAR PRADESH,PILIBHIT,17931
UTTAR PRADESH,PITHORAGARH,70280
UTTAR PRADESH,PRATAPGARH,17933
UTTAR PRADESH,RAEBARELI,17934
UTTAR PRADESH,RAEBARELY,17934
UTTAR PRADESH,RAI BARELI,17934
UTTAR PRADESH,RAMPUR,17935
UTTAR PRADESH,SAHARANPUR,17936
UTTAR PRADESH,SANT KABIR NAGAR,17898
UTTAR PRADESH,SANT RAVI DAS NAGAR,17943
UTTAR PRADESH,SANT RAVIDAS NAGAR,17943
UTTAR PRADESH,SHAHJAHANPUR,17937
UTTAR PRADESH,SHAJAHANPUR,17937
UTTAR PRADESH,SHRAWASTI,17893
UTTAR PRADESH,SIDDHARTH NAGAR,17898
UTTAR PRADESH,SITAPUR,17938
UTTAR PRADESH,SONBHADRA,17927
UTTAR PRADESH,SULTANPUR,17939
UTTAR PRADESH,TEHRI GARHWAL,70287
UTTAR PRADESH,TOTAL,NA
UTTAR PRADESH,UDHAMSINGH NAGAR,70285
UTTAR PRADESH,UNNAO,17941
UTTAR PRADESH,UTTARKASHI,70287
UTTAR PRADESH,VARANASI,17943
WEST BENGAL,BANKURA,17945
WEST BENGAL,BARDDHAMAN,17946
WEST BENGAL,BIRBHUM,17946
WEST BENGAL,BURDWAN,17946
WEST BENGAL,CHECK,NA
WEST BENGAL,COOCH BEHAR,17952
WEST BENGAL,COOCHBEHAR,17952
WEST BENGAL,DAKSHIN DINAJPUR,17953
WEST BENGAL,DARJEELING,17948
WEST BENGAL,HAORA,17949
WEST BENGAL,HOOGHLY,17949
WEST BENGAL,HOOGLY,17949
WEST BENGAL,HOWRAH,17949
WEST BENGAL,JALPAIGURI,17951
WEST BENGAL,KOCH BEHAR,17952
WEST BENGAL,MALDA,17953
WEST BENGAL,MIDNAPORE,70296
WEST BENGAL,MURSHIDABAD,17955
WEST BENGAL,NADIA,17956
WEST BENGAL,NORTH 24 PARGANAS,70293
WEST BENGAL,PASHCHIM MIDNAPORE,70296
WEST BENGAL,PURBA MIDNAPORE,70296
WEST BENGAL,PURULIA,17957
WEST BENGAL,SOUTH 24 PARGANAS,70293
WEST BENGAL,TOTAL,NA
WEST BENGAL,UTTAR DINAJPUR,17953
WEST BENGAL,WEST DINAJPUR,17953
ANDAMAN & NICOBARS,ANDAMAN,NA
ANDAMAN & NICOBARS,N & M ANDA,NA
ANDAMAN & NICOBARS,NICOBAR,NA
ANDAMAN & NICOBARS,NICOBARS,NA
CHANDIGARH,,NA
CHANDIGARH,CHANDIGARH,17823
CHANDIGARH,CHECK,NA
CHANDIGARH,TOTAL,NA
CHANDIGARH,UT CHANDIGARH,17823
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,70119
DAMAN & DIU,,NA
DELHI,ALIPUR,17633
DELHI,CENTRAL-DELHI,17633
DELHI,CHECK,NA
DELHI,DELHI,17633
DELHI,EAST,17633
DELHI,MAHRAULI,17633
DELHI,NAJAFGARH,17633
DELHI,NANGLOI,17633
DELHI,NORTH-EAST,17633
DELHI,NORTH-WEST,17633
DELHI,SHADARA-NORTHEAST,17633
DELHI,SHAHDARA-EAST,17633
DELHI,SOUTH-EAST,17633
DELHI,SOUTH-WEST,17633
DELHI,TOTAL,NA
DELHI,WEST,17633
LAKSHADWEEP,,NA
PONDICHERRY,CHECK,NA
PONDICHERRY,KARAIKAL,70226
PONDICHERRY,MAHE,70227
PONDICHERRY,PONDICHERRY,70228
PONDICHERRY,TOTAL,NA
PONDICHERRY,YANAM,70229
CHHATTISGARH,BASTER,70105
CHHATTISGARH,BILASPUR,70297
CHHATTISGARH,DANTEWADA,70105
CHHATTISGARH,DHAMTARI,70116
CHHATTISGARH,DURG,70297
CHHATTISGARH,JANJGIR-CHAMPA,70297
CHHATTISGARH,JASHPUR,70297
CHHATTISGARH,KANKER,70105
CHHATTISGARH,KORBA,70297
CHHATTISGARH,KORIA,70118
CHHATTISGARH,KVARDHA,70297
CHHATTISGARH,MAHASAMUND,70116
CHHATTISGARH,RAIGARH,70297
CHHATTISGARH,RAIPUR,70116
CHHATTISGARH,RAJNANDGAON,70297
CHHATTISGARH,SURGUJA,70118
JHARKHAND,BOKARO,70146
JHARKHAND,CHATRA,70146
JHARKHAND,DEOGHAR,70147
JHARKHAND,DHANBAD,70146
JHARKHAND,DUMKA,70147
JHARKHAND,EAST SINGHBHUM,70152
JHARKHAND,GARHWA,70151
JHARKHAND,GIRIDIH,70146
JHARKHAND,GODDA,70147
JHARKHAND,GUMLA,17622
JHARKHAND,HAZARIBAGH,70146
JHARKHAND,JAMTARA,70147
JHARKHAND,KHUNTI,17622
JHARKHAND,KODERMA,70146
JHARKHAND,LATEHAR,70151
JHARKHAND,LOHARDAGA,17622
JHARKHAND,PAKUR,70147
JHARKHAND,PALAMU,70151
JHARKHAND,RAMGARH,70146
JHARKHAND,RANCHI,17622
JHARKHAND,SAHEBGANJ,70147
JHARKHAND,SARAIKELA,70152
JHARKHAND,SIMDEGA,17622
JHARKHAND,WEST SINGHBHUM,70152
UTTARANCHAL,CHAMPAWAT,70280
UTTARANCHAL,DEHRA DUN,17903
UTTARANCHAL,HARIDWAR,17936
UTTARANCHAL,NAINITAL,70285
UTTARANCHAL,PAURI,17910
UTTARANCHAL,UDHAM SINGH NAGAR,70285
CHHATISGARH,BASTER,70105
CHHATISGARH,BIJAPUR,70105
CHHATISGARH,BILASPUR,70297
CHHATISGARH,DANTEWADA,70105
CHHATISGARH,DHAMTARI,70116
CHHATISGARH,DURG,70297
CHHATISGARH,JANJGIR-CHAMPA,70297
CHHATISGARH,JASHPUR,70297
CHHATISGARH,KANKER,70105
CHHATISGARH,KAWARDHA,70297
CHHATISGARH,KORBA,70297
CHHATISGARH,KORIA,70118
CHHATISGARH,MAHASAMUND,70116
CHHATISGARH,NARAYANPUR,70105
CHHATISGARH,RAIGARH,70297
CHHATISGARH,RAIPUR,70116
CHHATISGARH,RAJNANDGAON,70297
CHHATISGARH,SURGUJA,70118
ODISHA,ANGUL,17810
ODISHA,BALASORE,70207
ODISHA,BARGARH,17819
ODISHA,BHADRAK,70207
ODISHA,BOLANGIR,70210
ODISHA,BOUDH,70211
ODISHA,CUTTACK,17809
ODISHA,DEOGARH,17819
ODISHA,DHENKANAL,17810
ODISHA,GAJAPATI,17811
ODISHA,GANJAM,17811
ODISHA,JAGATSINGHPUR,17809
ODISHA,JAJAPUR,17809
ODISHA,JHARSUGUDA,17819
ODISHA,KALAHANDI,17812
ODISHA,KANDHAMAL,70211
ODISHA,KENDRAPARA,17809
ODISHA,KEONJHAR,17813
ODISHA,KHURDA,17818
ODISHA,KORAPUT,17812
ODISHA,MALKANAGIRI,17812
ODISHA,MAYURBHANJA,17816
ODISHA,NAWARANGAPUR,17812
ODISHA,NAYAGARH,17818
ODISHA,NUAPADA,17812
ODISHA,PURI,17818
ODISHA,RAYAGADA,17812
ODISHA,SAMBALPUR,17819
ODISHA,SONEPUR,70210
ODISHA,SUNDARGARH,17820
PUDUCHERRY,PUDUCHERRY,70228
UTTARAKHAND,CHAMOLI,17910
UTTARAKHAND,CHAMPAWAT,70280
UTTARAKHAND,DEHRA DUN,17903
UTTARAKHAND,HARIDWAR,17936
UTTARAKHAND,NAINITAL,70285
UTTARAKHAND,PAURI,17910
UTTARAKHAND,UDHAM SINGH NAGAR,70285
,,
DADRA NAGAR HAVELI,CHECK,NA
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,70119
DADRA NAGAR HAVELI,TOTAL,NA
DAMAN AND DIU,CHECK,NA
DAMAN AND DIU,DAMAN,70120
DAMAN AND DIU,DIU,70121
DAMAN AND DIU,TOTAL,NA
